Seddelnummer;Landingsdato;Fartøy ID;Art FAO (kode);Art FAO (navn);Fangstområde (kode);Fangstområde (navn);Redskap (kode);Rundvekt (kg)
7-7000011648630-5;08.01.2024;;POK;Sei;04;Vest-Finnmark;22;17.55
7-7000011648570-3;08.01.2024;2016071793;POK;Sei;05;Røstbanken til Malangsgrunnen;22;1951.0
7-7000011648575-5;08.01.2024;2004028145;POK;Sei;05;Røstbanken til Malangsgrunnen;22;2372.0
7-7000011648575-6;08.01.2024;2004028145;POK;Sei;05;Røstbanken til Malangsgrunnen;22;2372.0
7-7000011648582-3;08.01.2024;1995010273;POK;Sei;05;Røstbanken til Malangsgrunnen;22;265.0
7-7000011648582-4;08.01.2024;1995010273;POK;Sei;05;Røstbanken til Malangsgrunnen;22;262.0
7-7000011648583-2;08.01.2024;1994007316;POK;Sei;05;Røstbanken til Malangsgrunnen;22;435.0
7-7000011648583-3;08.01.2024;1994007316;POK;Sei;05;Røstbanken til Malangsgrunnen;22;402.0
7-7000011648618-7;08.01.2024;1990008795;POK;Sei;05;Røstbanken til Malangsgrunnen;22;141.75
7-7000011648739-8;08.01.2024;1998001975;POK;Sei;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011648579-1;08.01.2024;;POK;Sei;06;Helgelandsbanken;33;191.7
7-7000011648658-9;08.01.2024;1995008373;POK;Sei;06;Helgelandsbanken;22;819.6
7-7000011648678-8;08.01.2024;2013062553;POK;Sei;06;Helgelandsbanken;22;31.05
7-7000011648742-1;08.01.2024;1984010334;POK;Sei;06;Helgelandsbanken;22;349.65
7-7000011648752-2;08.01.2024;1991005902;POK;Sei;06;Helgelandsbanken;22;449.82
7-7000011648794-2;08.01.2024;2009048128;POK;Sei;06;Helgelandsbanken;22;1123.2
7-7000011648806-1;08.01.2024;2002018781;POK;Sei;06;Helgelandsbanken;33;76.0
7-7000011648806-2;08.01.2024;2002018781;POK;Sei;06;Helgelandsbanken;33;700.0
7-7000011648810-5;08.01.2024;1997012516;POK;Sei;06;Helgelandsbanken;32;40.0
8-1599428-7;08.01.2024;2004027587;POK;Sei;07;Storegga-Frøyabanken;11;28.0
6-260096-1;08.01.2024;1999003821;POK;Sei;07;Storegga-Frøyabanken;33;1374.3
6-260112-1;08.01.2024;2001014463;POK;Sei;07;Storegga-Frøyabanken;33;1487.7
6-260113-9;08.01.2024;1998009113;POK;Sei;07;Storegga-Frøyabanken;61;3.6
6-260119-1;08.01.2024;1986007291;POK;Sei;07;Storegga-Frøyabanken;20;900.45
6-260121-5;08.01.2024;1994004742;POK;Sei;07;Storegga-Frøyabanken;61;6.0
6-260123-3;08.01.2024;1988012458;POK;Sei;07;Storegga-Frøyabanken;61;2.4
6-260127-1;08.01.2024;2020114294;POK;Sei;07;Storegga-Frøyabanken;61;15336.0
7-7000011648578-3;08.01.2024;;POK;Sei;07;Storegga-Frøyabanken;22;5.4
4-3018480-3;08.01.2024;2017099513;POK;Sei;08;Eigersundbanken;42;30.65
4-3018480-8;08.01.2024;2017099513;POK;Sei;08;Eigersundbanken;42;95.18
4-3018484-5;08.01.2024;2000013887;POK;Sei;08;Eigersundbanken;22;227.88
4-3018490-7;08.01.2024;2017100473;POK;Sei;08;Eigersundbanken;22;9.59
4-3018490-8;08.01.2024;2017100473;POK;Sei;08;Eigersundbanken;22;259.88
4-3018490-9;08.01.2024;2017100473;POK;Sei;08;Eigersundbanken;22;71.01
4-3018496-14;08.01.2024;2000013434;POK;Sei;08;Eigersundbanken;22;201.83
4-3018496-3;08.01.2024;2000013434;POK;Sei;08;Eigersundbanken;22;3230.42
4-7002969-1;08.01.2024;2009047388;POK;Sei;08;Eigersundbanken;22;0.0
7-7000011650573-1;15.01.2024;2018102753;COD;Torsk;03;Øst-Finnmark;61;4150.0
7-7000011650573-2;15.01.2024;2018102753;COD;Torsk;03;Øst-Finnmark;61;7340.0
7-7000011650573-3;15.01.2024;2018102753;COD;Torsk;03;Øst-Finnmark;61;4486.0
7-7000011650688-1;15.01.2024;1995007441;COD;Torsk;03;Øst-Finnmark;32;124.0
7-7000011650688-2;15.01.2024;1995007441;COD;Torsk;03;Øst-Finnmark;32;214.0
7-7000011650688-3;15.01.2024;1995007441;COD;Torsk;03;Øst-Finnmark;32;38.0
7-7000011650738-1;15.01.2024;2007037085;COD;Torsk;03;Øst-Finnmark;22;400.0
7-7000011650738-5;15.01.2024;2007037085;COD;Torsk;03;Øst-Finnmark;22;332.0
7-7000011653402-1;15.01.2024;2023124417;COD;Torsk;03;Øst-Finnmark;35;0.0
8-1599601-7;15.01.2024;1999003323;COD;Torsk;04;Vest-Finnmark;11;49.0
7-7000011650561-10;15.01.2024;2008045608;COD;Torsk;04;Vest-Finnmark;22;0.0
7-7000011650561-8;15.01.2024;2008045608;COD;Torsk;04;Vest-Finnmark;22;1104.0
7-7000011650561-9;15.01.2024;2008045608;COD;Torsk;04;Vest-Finnmark;22;1245.0
7-7000011650592-11;15.01.2024;2011056308;COD;Torsk;04;Vest-Finnmark;22;6316.5
7-7000011650592-5;15.01.2024;2011056308;COD;Torsk;04;Vest-Finnmark;22;6316.5
7-7000011650592-6;15.01.2024;2011056308;COD;Torsk;04;Vest-Finnmark;22;4213.5
7-7000011650626-1;15.01.2024;2020113013;COD;Torsk;04;Vest-Finnmark;22;532.5
7-7000011650626-2;15.01.2024;2020113013;COD;Torsk;04;Vest-Finnmark;22;612.3
7-7000011650556-5;15.01.2024;1992002596;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;136.5
7-7000011650574-1;15.01.2024;2008045229;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;7593.0
7-7000011650574-2;15.01.2024;2008045229;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;1500.0
7-7000011650575-1;15.01.2024;1987005370;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;155.25
7-7000011650577-1;15.01.2024;1987006275;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;81.0
7-7000011650579-6;15.01.2024;1992012244;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;28.0
7-7000011650582-5;15.01.2024;1983006274;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;7.0
7-7000011650591-4;15.01.2024;1984005386;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;2.25
7-7000011650618-1;15.01.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;67.5
7-7000011650554-4;15.01.2024;;COD;Torsk;06;Helgelandsbanken;22;10.5
7-7000011650557-5;15.01.2024;1996005344;COD;Torsk;06;Helgelandsbanken;22;30.0
7-7000011650572-8;15.01.2024;1997010375;COD;Torsk;06;Helgelandsbanken;22;15.0
7-7000011650745-1;15.01.2024;2007037645;COD;Torsk;06;Helgelandsbanken;22;92.04
7-7000011650767-3;15.01.2024;2020114917;COD;Torsk;06;Helgelandsbanken;33;11.5
7-7000011650784-1;15.01.2024;1980003703;COD;Torsk;06;Helgelandsbanken;22;56.64
7-7000011650788-10;15.01.2024;1995008373;COD;Torsk;06;Helgelandsbanken;22;41.89
7-7000011650789-3;15.01.2024;1999006371;COD;Torsk;06;Helgelandsbanken;22;94.5
7-7000011650789-4;15.01.2024;1999006371;COD;Torsk;06;Helgelandsbanken;22;75.0
6-260382-1;15.01.2024;2013061552;COD;Torsk;07;Storegga-Frøyabanken;61;687.94
6-260383-1;15.01.2024;;COD;Torsk;07;Storegga-Frøyabanken;20;3.54
6-260387-2;15.01.2024;1994004742;COD;Torsk;07;Storegga-Frøyabanken;61;103.84
6-260388-2;15.01.2024;2013063292;COD;Torsk;07;Storegga-Frøyabanken;33;7.08
6-260389-1;15.01.2024;2009046608;COD;Torsk;07;Storegga-Frøyabanken;61;270.22
6-260390-1;15.01.2024;1989002967;COD;Torsk;07;Storegga-Frøyabanken;20;22.42
4-3018599-3;15.01.2024;1998009552;COD;Torsk;07;Storegga-Frøyabanken;22;3.0
4-3018601-5;15.01.2024;1976009383;COD;Torsk;07;Storegga-Frøyabanken;22;24.0
7-7000011650558-10;15.01.2024;1999000794;COD;Torsk;07;Storegga-Frøyabanken;22;42.0
2-1010101-1;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;40.12
2-1010101-10;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;358.72
2-1010101-11;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;236.0
2-1010101-12;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;295.0
2-1010101-13;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;472.0
2-1010101-2;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;147.5
2-1010101-3;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;29.5
2-1010101-4;15.01.2024;2019111873;COD;Torsk;08;Eigersundbanken;51;29.5
2-4035847-6;16.01.2024;2003026205;COD;Torsk;08;Eigersundbanken;22;0.0
7-7000011650573-4;15.01.2024;2018102753;HAD;Hyse;03;Øst-Finnmark;61;258.78
7-7000011650688-4;15.01.2024;1995007441;HAD;Hyse;03;Øst-Finnmark;32;946.0
7-7000011650688-5;15.01.2024;1995007441;HAD;Hyse;03;Øst-Finnmark;32;237.0
7-7000011650752-4;15.01.2024;2019108873;HAD;Hyse;03;Øst-Finnmark;32;2108.0
7-7000011650752-5;15.01.2024;2019108873;HAD;Hyse;03;Øst-Finnmark;32;526.0
7-7000011650763-3;15.01.2024;2016073034;HAD;Hyse;03;Øst-Finnmark;22;110.0
7-7000011650783-1;15.01.2024;2008043190;HAD;Hyse;03;Øst-Finnmark;42;8.0
7-7000011650783-2;15.01.2024;2008043190;HAD;Hyse;03;Øst-Finnmark;42;14.0
7-7000011654316-4;15.01.2024;2019108873;HAD;Hyse;03;Øst-Finnmark;32;0.0
7-7000011650561-2;15.01.2024;2008045608;HAD;Hyse;04;Vest-Finnmark;22;166.6
7-7000011650592-7;15.01.2024;2011056308;HAD;Hyse;04;Vest-Finnmark;22;110.6
7-7000011650626-6;15.01.2024;2020113013;HAD;Hyse;04;Vest-Finnmark;22;11.4
7-7000011650633-4;15.01.2024;1998001689;HAD;Hyse;04;Vest-Finnmark;22;52.0
7-7000011650637-2;15.01.2024;2000013414;HAD;Hyse;04;Vest-Finnmark;32;7.98
7-7000011650645-6;15.01.2024;1984002595;HAD;Hyse;04;Vest-Finnmark;22;25.08
7-7000011650667-3;15.01.2024;2017076773;HAD;Hyse;04;Vest-Finnmark;22;16.8
7-7000011650683-6;15.01.2024;2000013263;HAD;Hyse;04;Vest-Finnmark;22;6.84
7-7100010033539-10;19.01.2024;2013062152;HAD;Hyse;04;Vest-Finnmark;51;0.0
7-7000011650556-2;15.01.2024;1992002596;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;58.14
7-7000011650574-6;15.01.2024;2008045229;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;245.1
7-7000011650575-2;15.01.2024;1987005370;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;18.81
7-7000011650577-2;15.01.2024;1987006275;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;9.12
7-7000011650579-2;15.01.2024;1992012244;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;16.0
7-7000011650582-3;15.01.2024;1983006274;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;193.0
7-7000011650591-1;15.01.2024;1984005386;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;254.0
7-7000011650591-2;15.01.2024;1984005386;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;255.0
7-7000011650618-2;15.01.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;2.28
7-7000011650554-3;15.01.2024;;HAD;Hyse;06;Helgelandsbanken;22;6.84
7-7000011650572-2;15.01.2024;1997010375;HAD;Hyse;06;Helgelandsbanken;22;16.8
7-7000011650745-2;15.01.2024;2007037645;HAD;Hyse;06;Helgelandsbanken;22;190.38
7-7000011650784-2;15.01.2024;1980003703;HAD;Hyse;06;Helgelandsbanken;22;33.06
7-7000011650788-7;15.01.2024;1995008373;HAD;Hyse;06;Helgelandsbanken;22;38.76
7-7000011650789-1;15.01.2024;1999006371;HAD;Hyse;06;Helgelandsbanken;22;304.38
7-7000011650808-2;15.01.2024;1996008370;HAD;Hyse;06;Helgelandsbanken;22;16.8
7-7000011650829-2;15.01.2024;1995007137;HAD;Hyse;06;Helgelandsbanken;22;13.5
7-7000011650834-5;15.01.2024;2009048128;HAD;Hyse;06;Helgelandsbanken;22;7.98
6-260382-2;15.01.2024;2013061552;HAD;Hyse;07;Storegga-Frøyabanken;61;181.26
6-260383-3;15.01.2024;;HAD;Hyse;07;Storegga-Frøyabanken;20;2.28
6-260387-1;15.01.2024;1994004742;HAD;Hyse;07;Storegga-Frøyabanken;61;114.0
6-260389-5;15.01.2024;2009046608;HAD;Hyse;07;Storegga-Frøyabanken;61;39.9
6-260390-3;15.01.2024;1989002967;HAD;Hyse;07;Storegga-Frøyabanken;20;14.82
4-3018599-4;15.01.2024;1998009552;HAD;Hyse;07;Storegga-Frøyabanken;22;9.12
7-7000011650558-3;15.01.2024;1999000794;HAD;Hyse;07;Storegga-Frøyabanken;22;125.4
7-7000011650576-2;15.01.2024;1986009201;HAD;Hyse;07;Storegga-Frøyabanken;22;19.38
7-7000011650581-5;15.01.2024;1996005787;HAD;Hyse;07;Storegga-Frøyabanken;22;30.21
2-1010101-14;15.01.2024;2019111873;HAD;Hyse;08;Eigersundbanken;51;18.24
2-1010101-15;15.01.2024;2019111873;HAD;Hyse;08;Eigersundbanken;51;159.6
4-3018585-9;15.01.2024;1999009328;HAD;Hyse;08;Eigersundbanken;22;53.48
4-3018589-7;15.01.2024;2000013887;HAD;Hyse;08;Eigersundbanken;22;7.28
4-3018590-1;15.01.2024;2017099513;HAD;Hyse;08;Eigersundbanken;42;21.56
4-3018595-8;15.01.2024;1996006444;HAD;Hyse;08;Eigersundbanken;22;6.84
4-3018598-1;15.01.2024;2000013434;HAD;Hyse;08;Eigersundbanken;22;46.2
2-4035825-5;15.01.2024;1985008470;HAD;Hyse;08;Eigersundbanken;55;6.84
4-7002977-3;16.01.2024;2009047388;HAD;Hyse;08;Eigersundbanken;22;0.0
7-7000011650573-5;15.01.2024;2018102753;POK;Sei;03;Øst-Finnmark;61;819.6
7-7000011650738-2;15.01.2024;2007037085;POK;Sei;03;Øst-Finnmark;22;621.0
7-7000011650752-9;15.01.2024;2019108873;POK;Sei;03;Øst-Finnmark;32;25.0
7-7000011650763-6;15.01.2024;2016073034;POK;Sei;03;Øst-Finnmark;22;4247.0
7-7000011650871-4;15.01.2024;2002017985;POK;Sei;03;Øst-Finnmark;32;3.0
7-7000011650876-4;15.01.2024;1988006259;POK;Sei;03;Øst-Finnmark;22;2903.0
7-7000011650910-5;15.01.2024;2021119517;POK;Sei;03;Øst-Finnmark;22;15.0
7-7000011654316-9;15.01.2024;2019108873;POK;Sei;03;Øst-Finnmark;32;0.0
7-7000011651030-5;16.01.2024;2011052808;POK;Sei;03;Øst-Finnmark;32;90.0
8-1599601-6;15.01.2024;1999003323;POK;Sei;04;Vest-Finnmark;11;98.0
8-1599602-6;15.01.2024;2007039149;POK;Sei;04;Vest-Finnmark;11;770.0
8-1599606-5;15.01.2024;2000013274;POK;Sei;04;Vest-Finnmark;11;207.0
8-1599614-5;15.01.2024;1992003721;POK;Sei;04;Vest-Finnmark;11;74.0
8-1599617-7;15.01.2024;2000013517;POK;Sei;04;Vest-Finnmark;11;85.0
8-1599619-5;15.01.2024;2016074793;POK;Sei;04;Vest-Finnmark;11;49.0
7-7000011650561-1;15.01.2024;2008045608;POK;Sei;04;Vest-Finnmark;22;5162.4
7-7000011650592-3;15.01.2024;2011056308;POK;Sei;04;Vest-Finnmark;22;0.0
7-7000011650592-8;15.01.2024;2011056308;POK;Sei;04;Vest-Finnmark;22;19885.5
7-7000011650556-1;15.01.2024;1992002596;POK;Sei;05;Røstbanken til Malangsgrunnen;22;696.6
7-7000011650574-8;15.01.2024;2008045229;POK;Sei;05;Røstbanken til Malangsgrunnen;22;48042.45
7-7000011650574-9;15.01.2024;2008045229;POK;Sei;05;Røstbanken til Malangsgrunnen;22;3305.0
7-7000011650575-3;15.01.2024;1987005370;POK;Sei;05;Røstbanken til Malangsgrunnen;22;84.38
7-7000011650579-5;15.01.2024;1992012244;POK;Sei;05;Røstbanken til Malangsgrunnen;22;88.0
7-7000011650582-1;15.01.2024;1983006274;POK;Sei;05;Røstbanken til Malangsgrunnen;22;3156.0
7-7000011650591-3;15.01.2024;1984005386;POK;Sei;05;Røstbanken til Malangsgrunnen;32;3.0
7-7000011650609-5;15.01.2024;1994002608;POK;Sei;05;Røstbanken til Malangsgrunnen;35;160.65
7-7000011650872-4;15.01.2024;1998001975;POK;Sei;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011650554-1;15.01.2024;;POK;Sei;06;Helgelandsbanken;22;695.25
7-7000011650557-1;15.01.2024;1996005344;POK;Sei;06;Helgelandsbanken;22;238.95
7-7000011650572-6;15.01.2024;1997010375;POK;Sei;06;Helgelandsbanken;22;243.0
7-7000011650572-7;15.01.2024;1997010375;POK;Sei;06;Helgelandsbanken;22;240.3
7-7000011650578-1;15.01.2024;1997008794;POK;Sei;06;Helgelandsbanken;22;1755.0
7-7000011650578-2;15.01.2024;1997008794;POK;Sei;06;Helgelandsbanken;22;243.0
7-7000011650601-1;15.01.2024;1986006453;POK;Sei;06;Helgelandsbanken;33;360.0
7-7000011650745-7;15.01.2024;2007037645;POK;Sei;06;Helgelandsbanken;22;1657.2
7-7000011650745-8;15.01.2024;2007037645;POK;Sei;06;Helgelandsbanken;22;1200.0
6-260381-5;15.01.2024;2021120037;POK;Sei;07;Storegga-Frøyabanken;20;10.8
6-260383-4;15.01.2024;;POK;Sei;07;Storegga-Frøyabanken;20;4.8
6-260387-5;15.01.2024;1994004742;POK;Sei;07;Storegga-Frøyabanken;61;4.8
6-260388-1;15.01.2024;2013063292;POK;Sei;07;Storegga-Frøyabanken;33;639.0
6-260389-4;15.01.2024;2009046608;POK;Sei;07;Storegga-Frøyabanken;61;2.4
4-3018599-7;15.01.2024;1998009552;POK;Sei;07;Storegga-Frøyabanken;22;10.8
7-7000011650558-8;15.01.2024;1999000794;POK;Sei;07;Storegga-Frøyabanken;22;810.0
7-7000011650558-9;15.01.2024;1999000794;POK;Sei;07;Storegga-Frøyabanken;22;955.8
7-7000011650576-1;15.01.2024;1986009201;POK;Sei;07;Storegga-Frøyabanken;22;965.25
2-1010101-19;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;568.8
2-1010101-20;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;120.0
2-1010101-21;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;2550.0
2-1010101-22;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;720.0
2-1010101-23;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;432.0
2-1010101-24;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;1260.0
2-1010101-25;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;1991.04
2-1010101-26;15.01.2024;2019111873;POK;Sei;08;Eigersundbanken;51;704.4
4-7002977-1;16.01.2024;2009047388;POK;Sei;08;Eigersundbanken;22;0.0
7-7000011653025-1;22.01.2024;2013061833;COD;Torsk;03;Øst-Finnmark;32;520.0
7-7000011653025-2;22.01.2024;2013061833;COD;Torsk;03;Øst-Finnmark;32;920.0
7-7000011653025-3;22.01.2024;2013061833;COD;Torsk;03;Øst-Finnmark;32;746.0
7-7000011653029-1;22.01.2024;2023124738;COD;Torsk;03;Øst-Finnmark;32;62.54
7-7000011653029-2;22.01.2024;2023124738;COD;Torsk;03;Øst-Finnmark;32;1708.64
7-7000011653029-3;22.01.2024;2023124738;COD;Torsk;03;Øst-Finnmark;32;206.5
7-7000011653029-4;22.01.2024;2023124738;COD;Torsk;03;Øst-Finnmark;32;105.02
7-7000011653042-1;22.01.2024;2009048888;COD;Torsk;03;Øst-Finnmark;32;275.0
7-7000011653061-11;22.01.2024;2023124377;COD;Torsk;03;Øst-Finnmark;61;0.0
8-1599717-6;22.01.2024;2000013517;COD;Torsk;04;Vest-Finnmark;11;139.0
8-1599722-6;22.01.2024;2001014761;COD;Torsk;04;Vest-Finnmark;11;5.0
7-7000011653041-5;22.01.2024;1999010280;COD;Torsk;04;Vest-Finnmark;22;0.0
7-7000011653041-8;22.01.2024;1999010280;COD;Torsk;04;Vest-Finnmark;22;57.0
7-7000011653041-9;22.01.2024;1999010280;COD;Torsk;04;Vest-Finnmark;22;150.0
7-7000011653054-1;22.01.2024;2011054730;COD;Torsk;04;Vest-Finnmark;61;571.5
7-7000011653054-2;22.01.2024;2011054730;COD;Torsk;04;Vest-Finnmark;61;2098.5
7-7000011653054-3;22.01.2024;2011054730;COD;Torsk;04;Vest-Finnmark;61;1144.5
7-7000011653067-3;22.01.2024;2020113334;COD;Torsk;04;Vest-Finnmark;22;102.0
7-7000011653022-1;22.01.2024;2022123339;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;1518.0
7-7000011653022-2;22.01.2024;2022123339;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;2302.5
7-7000011653022-3;22.01.2024;2022123339;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;1077.0
7-7000011653022-4;22.01.2024;2022123339;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;0.0
7-7000011653023-1;22.01.2024;2022123339;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;853.5
7-7000011653039-11;22.01.2024;1998005473;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;99.0
7-7000011653039-12;22.01.2024;1998005473;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;357.0
7-7000011653039-13;22.01.2024;1998005473;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;258.0
7-7000011653044-1;22.01.2024;1999002686;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;1258.5
7-7000011653046-1;22.01.2024;;COD;Torsk;06;Helgelandsbanken;22;13.5
7-7000011653066-5;22.01.2024;2023124462;COD;Torsk;06;Helgelandsbanken;22;114.9
7-7000011653066-7;22.01.2024;2023124462;COD;Torsk;06;Helgelandsbanken;22;17.25
7-7000011653103-1;22.01.2024;1993010858;COD;Torsk;06;Helgelandsbanken;22;18.88
7-7000011653133-8;22.01.2024;1995008373;COD;Torsk;06;Helgelandsbanken;22;68.44
7-7000011653147-1;22.01.2024;1988005440;COD;Torsk;06;Helgelandsbanken;22;52.5
7-7000011653203-1;22.01.2024;2020114615;COD;Torsk;06;Helgelandsbanken;22;223.02
7-7000011653239-1;22.01.2024;2007037645;COD;Torsk;06;Helgelandsbanken;22;57.82
7-7000011653285-1;22.01.2024;2003024865;COD;Torsk;06;Helgelandsbanken;22;23.25
6-11816-2;22.01.2024;1999003640;COD;Torsk;07;Storegga-Frøyabanken;20;0.0
6-260542-2;22.01.2024;1999001435;COD;Torsk;07;Storegga-Frøyabanken;61;2467.5
6-260542-3;22.01.2024;1999001435;COD;Torsk;07;Storegga-Frøyabanken;61;225.0
6-260547-3;22.01.2024;2015067853;COD;Torsk;07;Storegga-Frøyabanken;20;91.0
6-260548-2;22.01.2024;1973011832;COD;Torsk;07;Storegga-Frøyabanken;61;118.5
6-260549-5;22.01.2024;1986007291;COD;Torsk;07;Storegga-Frøyabanken;20;55.5
6-260552-1;22.01.2024;2019109655;COD;Torsk;07;Storegga-Frøyabanken;61;219.48
6-260553-1;22.01.2024;2001014202;COD;Torsk;07;Storegga-Frøyabanken;61;182.9
6-260563-2;22.01.2024;2014066412;COD;Torsk;07;Storegga-Frøyabanken;20;33.04
4-3018684-1;22.01.2024;1996006444;COD;Torsk;08;Eigersundbanken;22;3.54
4-3018690-1;22.01.2024;2015071737;COD;Torsk;08;Eigersundbanken;22;12.0
2-4036036-3;22.01.2024;1992004299;COD;Torsk;08;Eigersundbanken;55;9.44
2-4036036-4;22.01.2024;1992004299;COD;Torsk;08;Eigersundbanken;55;5.9
4-1128461-7;23.01.2024;2009047388;COD;Torsk;08;Eigersundbanken;22;47.2
2-4036047-1;23.01.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;271.4
2-4036047-2;23.01.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;108.56
2-4036047-9;23.01.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;0.0
2-4036229-4;24.01.2024;1992004299;COD;Torsk;08;Eigersundbanken;55;3.54
7-7000011653025-4;22.01.2024;2013061833;HAD;Hyse;03;Øst-Finnmark;32;1500.0
7-7000011653025-5;22.01.2024;2013061833;HAD;Hyse;03;Øst-Finnmark;32;533.0
7-7000011653029-5;22.01.2024;2023124738;HAD;Hyse;03;Øst-Finnmark;32;3839.0
7-7000011653042-4;22.01.2024;2009048888;HAD;Hyse;03;Øst-Finnmark;32;1100.0
7-7000011653042-5;22.01.2024;2009048888;HAD;Hyse;03;Øst-Finnmark;32;357.0
7-7000011653043-5;22.01.2024;1995008374;HAD;Hyse;03;Øst-Finnmark;61;1200.0
7-7000011653043-6;22.01.2024;1995008374;HAD;Hyse;03;Øst-Finnmark;61;889.0
7-7000011653050-5;22.01.2024;2019110477;HAD;Hyse;03;Øst-Finnmark;61;1053.36
7-7100010033570-3;24.01.2024;1998003628;HAD;Hyse;03;Øst-Finnmark;35;0.0
7-7000011653054-5;22.01.2024;2011054730;HAD;Hyse;04;Vest-Finnmark;61;48.0
7-7000011653067-8;22.01.2024;2020113334;HAD;Hyse;04;Vest-Finnmark;22;16.8
7-7000011653075-2;22.01.2024;1983004220;HAD;Hyse;04;Vest-Finnmark;22;3.42
7-7000011653075-3;22.01.2024;1983004220;HAD;Hyse;04;Vest-Finnmark;22;3.42
7-7000011653102-8;22.01.2024;2019109399;HAD;Hyse;04;Vest-Finnmark;61;80.94
7-7000011653129-1;22.01.2024;2017076773;HAD;Hyse;04;Vest-Finnmark;22;39.2
7-7000011653132-2;22.01.2024;2015071234;HAD;Hyse;04;Vest-Finnmark;22;29.4
7-7000011653151-2;22.01.2024;2020113413;HAD;Hyse;04;Vest-Finnmark;22;59.28
7-7100010033553-10;22.01.2024;2001016401;HAD;Hyse;04;Vest-Finnmark;51;0.0
7-7000011653022-10;22.01.2024;2022123339;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;2253.78
7-7000011653022-11;22.01.2024;2022123339;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;1084.14
7-7000011653039-4;22.01.2024;1998005473;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;78.66
7-7000011653044-4;22.01.2024;1999002686;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;386.46
7-7000011653045-5;22.01.2024;1988009076;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;57.0
7-7000011653048-2;22.01.2024;2021117517;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;29.64
7-7000011653069-1;22.01.2024;1987011783;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;6487.0
7-7000011653073-3;22.01.2024;1994002608;HAD;Hyse;05;Røstbanken til Malangsgrunnen;35;965.35
7-7000011653170-3;22.01.2024;2008041188;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011653065-2;22.01.2024;;HAD;Hyse;06;Helgelandsbanken;22;7.98
7-7000011653066-2;22.01.2024;2023124462;HAD;Hyse;06;Helgelandsbanken;22;101.8
7-7000011653103-2;22.01.2024;1993010858;HAD;Hyse;06;Helgelandsbanken;22;41.04
7-7000011653133-2;22.01.2024;1995008373;HAD;Hyse;06;Helgelandsbanken;22;148.2
