Seddelnummer;Landingsdato;Fartøy ID;Art FAO (kode);Art FAO (navn);Fangstområde (kode);Fangstområde (navn);Redskap (kode);Rundvekt (kg)
7-7000011757138-5;07.10.2024;2017075133;COD;Torsk;06;Helgelandsbanken;22;7.5
7-7000011757169-5;07.10.2024;1998009739;COD;Torsk;06;Helgelandsbanken;22;8.26
4-1130755-1;07.10.2024;2008045528;COD;Torsk;07;Storegga-Frøyabanken;22;42.0
6-12623-2;07.10.2024;1975007664;COD;Torsk;07;Storegga-Frøyabanken;20;0.0
6-272488-3;07.10.2024;2023124579;COD;Torsk;07;Storegga-Frøyabanken;61;64.9
6-272489-4;07.10.2024;1993000273;COD;Torsk;07;Storegga-Frøyabanken;20;19.5
6-272490-2;07.10.2024;2009045768;COD;Torsk;07;Storegga-Frøyabanken;20;34.22
6-272491-15;07.10.2024;2019110016;COD;Torsk;07;Storegga-Frøyabanken;61;1222.48
6-272493-3;07.10.2024;2008044168;COD;Torsk;07;Storegga-Frøyabanken;20;7.5
6-272494-3;07.10.2024;2018107313;COD;Torsk;07;Storegga-Frøyabanken;20;6.0
6-272511-3;07.10.2024;2020114417;COD;Torsk;07;Storegga-Frøyabanken;61;115.64
2-1011214-1;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;35.4
2-1011214-2;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;114.46
2-1011214-3;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;438.96
2-1011214-4;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;295.0
2-1011214-5;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;354.0
2-1011214-6;07.10.2024;2020115495;COD;Torsk;08;Eigersundbanken;61;15.34
4-3024771-2;07.10.2024;2007039109;COD;Torsk;08;Eigersundbanken;22;7.2
4-3024776-8;07.10.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;118.35
2-415762-3;07.10.2024;1987006124;COD;Torsk;08;Eigersundbanken;42;0.0
7-7000011756892-2;07.10.2024;1990002045;HAD;Hyse;03;Øst-Finnmark;32;1.5
7-7000011756893-2;07.10.2024;2023123954;HAD;Hyse;03;Øst-Finnmark;61;1354.32
7-7000011756909-1;07.10.2024;1994004595;HAD;Hyse;03;Øst-Finnmark;35;287.28
7-7000011756909-2;07.10.2024;1994004595;HAD;Hyse;03;Øst-Finnmark;35;209.76
7-7000011756909-3;07.10.2024;1994004595;HAD;Hyse;03;Øst-Finnmark;35;335.16
7-7000011756912-3;07.10.2024;2011052808;HAD;Hyse;03;Øst-Finnmark;32;1006.0
7-7000011756948-2;07.10.2024;1994005894;HAD;Hyse;03;Øst-Finnmark;32;142.0
7-7000011756953-3;07.10.2024;1998005104;HAD;Hyse;03;Øst-Finnmark;32;66.12
7-7100010037727-2;12.10.2024;1999001389;HAD;Hyse;03;Øst-Finnmark;42;0.0
6-12631-29;07.10.2024;2016073913;HAD;Hyse;04;Vest-Finnmark;51;0.0
6-272952-1;07.10.2024;2016073913;HAD;Hyse;04;Vest-Finnmark;51;1711.14
6-274303-17;07.10.2024;2016073913;HAD;Hyse;04;Vest-Finnmark;51;1128.96
6-274303-18;07.10.2024;2016073913;HAD;Hyse;04;Vest-Finnmark;51;3198.73
6-274303-19;07.10.2024;2016073913;HAD;Hyse;04;Vest-Finnmark;51;1379.84
7-7000011756872-2;07.10.2024;2019110493;HAD;Hyse;04;Vest-Finnmark;22;40.0
7-7000011756889-9;07.10.2024;2007037605;HAD;Hyse;04;Vest-Finnmark;22;35.0
7-7000011756899-2;07.10.2024;1987011783;HAD;Hyse;04;Vest-Finnmark;22;72.0
7-7000011756923-2;07.10.2024;2023123746;HAD;Hyse;04;Vest-Finnmark;61;290.0
7-7000011756891-9;07.10.2024;2018105453;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;61.56
7-7000011756898-1;07.10.2024;2009049169;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;4.0
7-7000011756905-4;07.10.2024;2021116575;HAD;Hyse;05;Røstbanken til Malangsgrunnen;35;2085.5
7-7000011756905-5;07.10.2024;2021116575;HAD;Hyse;05;Røstbanken til Malangsgrunnen;35;245.4
7-7000011756905-6;07.10.2024;2021116575;HAD;Hyse;05;Røstbanken til Malangsgrunnen;35;122.7
7-7000011756906-8;07.10.2024;2009049169;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;2634.0
7-7000011756919-1;07.10.2024;1995011117;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;286.14
7-7000011756933-1;07.10.2024;1996010298;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;36.48
7-7100010037673-8;07.10.2024;1996005804;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011757013-6;07.10.2024;2008040288;HAD;Hyse;06;Helgelandsbanken;22;1.4
7-7000011757169-6;07.10.2024;1998009739;HAD;Hyse;06;Helgelandsbanken;22;4.56
7-7000011757206-5;07.10.2024;2001014363;HAD;Hyse;06;Helgelandsbanken;22;0.57
7-7000011757209-4;07.10.2024;2012059372;HAD;Hyse;06;Helgelandsbanken;32;145.92
7-7000011757269-4;07.10.2024;2015069153;HAD;Hyse;06;Helgelandsbanken;32;301.0
7-700005635668-2;07.10.2024;2012057928;HAD;Hyse;06;Helgelandsbanken;22;88.92
7-700005635669-2;07.10.2024;2005030585;HAD;Hyse;06;Helgelandsbanken;22;5.7
7-700005635809-4;07.10.2024;1982005842;HAD;Hyse;06;Helgelandsbanken;22;18.24
7-7000011757490-3;08.10.2024;;HAD;Hyse;06;Helgelandsbanken;22;19.38
4-1130755-7;07.10.2024;2008045528;HAD;Hyse;07;Storegga-Frøyabanken;22;83.22
6-12623-7;07.10.2024;1975007664;HAD;Hyse;07;Storegga-Frøyabanken;20;0.0
6-272488-4;07.10.2024;2023124579;HAD;Hyse;07;Storegga-Frøyabanken;61;234.84
6-272489-3;07.10.2024;1993000273;HAD;Hyse;07;Storegga-Frøyabanken;20;46.74
6-272491-7;07.10.2024;2019110016;HAD;Hyse;07;Storegga-Frøyabanken;61;2178.54
6-272494-2;07.10.2024;2018107313;HAD;Hyse;07;Storegga-Frøyabanken;20;4.56
6-272510-3;07.10.2024;2018107333;HAD;Hyse;07;Storegga-Frøyabanken;20;1.14
6-272511-1;07.10.2024;2020114417;HAD;Hyse;07;Storegga-Frøyabanken;61;1622.22
6-272522-7;07.10.2024;1975007664;HAD;Hyse;07;Storegga-Frøyabanken;20;116.28
2-1011214-7;07.10.2024;2020115495;HAD;Hyse;08;Eigersundbanken;61;43.32
2-1011214-8;07.10.2024;2020115495;HAD;Hyse;08;Eigersundbanken;61;77.52
2-1011214-9;07.10.2024;2020115495;HAD;Hyse;08;Eigersundbanken;61;324.9
4-3024800-3;08.10.2024;2022122417;HAD;Hyse;08;Eigersundbanken;22;31.92
4-3024810-4;08.10.2024;2020115257;HAD;Hyse;08;Eigersundbanken;22;16.53
2-4050167-3;08.10.2024;1994012673;HAD;Hyse;08;Eigersundbanken;22;1.14
2-1011164-11;09.10.2024;2023124495;HAD;Hyse;08;Eigersundbanken;51;7.98
2-1011164-12;09.10.2024;2023124495;HAD;Hyse;08;Eigersundbanken;51;20.52
7-7000011756893-3;07.10.2024;2023123954;POK;Sei;03;Øst-Finnmark;61;8466.0
7-7000011756909-14;07.10.2024;1994004595;POK;Sei;03;Øst-Finnmark;35;9.6
7-7000011756912-4;07.10.2024;2011052808;POK;Sei;03;Øst-Finnmark;32;4.0
7-7000011756932-2;07.10.2024;1997001547;POK;Sei;03;Øst-Finnmark;33;28.0
7-7000011756948-3;07.10.2024;1994005894;POK;Sei;03;Øst-Finnmark;32;1.6
7-7000011756949-2;07.10.2024;1997001376;POK;Sei;03;Øst-Finnmark;22;94.2
7-7000011756957-3;07.10.2024;2019109955;POK;Sei;03;Øst-Finnmark;61;8805.6
7-7000011756957-4;07.10.2024;2019109955;POK;Sei;03;Øst-Finnmark;61;9703.2
7-7000011757458-3;08.10.2024;;POK;Sei;03;Øst-Finnmark;33;18.0
6-12631-44;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;0.0
6-272910-1;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;16641.92
6-272915-1;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;129.6
6-272915-2;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;7898.31
6-272918-1;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;21166.11
6-274303-12;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;95759.5
6-274303-13;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;1887.73
6-274303-14;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;44676.32
6-274303-15;07.10.2024;2016073913;POK;Sei;04;Vest-Finnmark;51;106513.85
7-7000011756870-3;07.10.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;33;109.35
7-7000011756891-1;07.10.2024;2018105453;POK;Sei;05;Røstbanken til Malangsgrunnen;22;381.0
7-7000011756897-4;07.10.2024;1988004410;POK;Sei;05;Røstbanken til Malangsgrunnen;22;2.7
7-7000011756905-10;07.10.2024;2021116575;POK;Sei;05;Røstbanken til Malangsgrunnen;35;130.0
7-7000011756906-9;07.10.2024;2009049169;POK;Sei;05;Røstbanken til Malangsgrunnen;32;34.0
7-7000011756919-2;07.10.2024;1995011117;POK;Sei;05;Røstbanken til Malangsgrunnen;22;861.3
7-7000011756930-2;07.10.2024;2017077373;POK;Sei;05;Røstbanken til Malangsgrunnen;33;2.7
7-7000011756933-3;07.10.2024;1996010298;POK;Sei;05;Røstbanken til Malangsgrunnen;22;2.7
7-7000011756940-5;07.10.2024;1995008374;POK;Sei;05;Røstbanken til Malangsgrunnen;61;2184.0
7-7000011756873-1;07.10.2024;1996008342;POK;Sei;06;Helgelandsbanken;33;136.35
7-7000011756894-5;07.10.2024;1996008370;POK;Sei;06;Helgelandsbanken;22;31.05
7-7000011756935-1;07.10.2024;2024125259;POK;Sei;06;Helgelandsbanken;33;92.4
7-7000011756935-2;07.10.2024;2024125259;POK;Sei;06;Helgelandsbanken;33;360.0
7-7000011756959-1;07.10.2024;;POK;Sei;06;Helgelandsbanken;33;116.1
7-7000011756967-2;07.10.2024;2015071739;POK;Sei;06;Helgelandsbanken;22;105.6
7-7000011757078-4;07.10.2024;2015070674;POK;Sei;06;Helgelandsbanken;22;7.43
7-7000011757125-5;07.10.2024;1993000606;POK;Sei;06;Helgelandsbanken;22;132.3
7-7000011757167-2;07.10.2024;1999006302;POK;Sei;06;Helgelandsbanken;33;167.4
4-1130755-4;07.10.2024;2008045528;POK;Sei;07;Storegga-Frøyabanken;22;132.3
6-12623-4;07.10.2024;1975007664;POK;Sei;07;Storegga-Frøyabanken;20;0.0
6-272488-1;07.10.2024;2023124579;POK;Sei;07;Storegga-Frøyabanken;61;2030.4
6-272489-1;07.10.2024;1993000273;POK;Sei;07;Storegga-Frøyabanken;20;16398.45
6-272491-12;07.10.2024;2019110016;POK;Sei;07;Storegga-Frøyabanken;61;11365.2
6-272493-2;07.10.2024;2008044168;POK;Sei;07;Storegga-Frøyabanken;20;5.4
6-272494-4;07.10.2024;2018107313;POK;Sei;07;Storegga-Frøyabanken;20;2.7
6-272511-2;07.10.2024;2020114417;POK;Sei;07;Storegga-Frøyabanken;61;19642.0
6-272522-4;07.10.2024;1975007664;POK;Sei;07;Storegga-Frøyabanken;20;522.45
2-1011214-13;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;36.0
2-1011214-14;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;180.0
2-1011214-15;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;792.0
2-1011214-16;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;92.4
2-1011214-17;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;360.0
2-1011214-18;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;180.0
2-1011214-19;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;504.0
2-1011214-20;07.10.2024;2020115495;POK;Sei;08;Eigersundbanken;61;144.0
2-415774-5;08.10.2024;2006034687;POK;Sei;08;Eigersundbanken;55;0.0
7-7000011758880-4;14.10.2024;2011056588;COD;Torsk;03;Øst-Finnmark;35;143.96
7-7000011758880-5;14.10.2024;2011056588;COD;Torsk;03;Øst-Finnmark;35;762.28
7-7000011758880-6;14.10.2024;2011056588;COD;Torsk;03;Øst-Finnmark;35;1070.26
7-7000011758880-7;14.10.2024;2011056588;COD;Torsk;03;Øst-Finnmark;35;102.66
7-7000011758891-3;14.10.2024;1986004436;COD;Torsk;03;Øst-Finnmark;22;281.0
7-7000011758893-1;14.10.2024;2019113461;COD;Torsk;03;Øst-Finnmark;32;2100.0
7-7000011758893-2;14.10.2024;2019113461;COD;Torsk;03;Øst-Finnmark;32;2333.0
7-7000011758921-2;14.10.2024;1986002365;COD;Torsk;03;Øst-Finnmark;33;89.0
7-7000011758975-1;14.10.2024;;COD;Torsk;03;Øst-Finnmark;33;5.0
8-1606364-5;14.10.2024;2015068393;COD;Torsk;04;Vest-Finnmark;11;173.0
8-1606367-7;14.10.2024;2019112433;COD;Torsk;04;Vest-Finnmark;11;63.0
7-7000011758845-12;14.10.2024;2009049368;COD;Torsk;04;Vest-Finnmark;61;944.0
7-7000011758845-13;14.10.2024;2009049368;COD;Torsk;04;Vest-Finnmark;61;81.42
7-7000011758852-6;14.10.2024;2001014894;COD;Torsk;04;Vest-Finnmark;22;73.5
7-7000011758866-10;14.10.2024;1975002821;COD;Torsk;04;Vest-Finnmark;32;33.0
7-7000011758866-8;14.10.2024;1975002821;COD;Torsk;04;Vest-Finnmark;32;82.5
7-7000011758866-9;14.10.2024;1975002821;COD;Torsk;04;Vest-Finnmark;32;205.5
7-7000011758957-5;14.10.2024;;COD;Torsk;04;Vest-Finnmark;33;40.5
7-7000011758861-3;14.10.2024;1994009134;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;29.25
7-7000011758882-5;14.10.2024;1985011392;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;7.5
7-7000011758890-2;14.10.2024;2019109053;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;27.0
7-7000011758892-7;14.10.2024;2023123705;COD;Torsk;05;Røstbanken til Malangsgrunnen;31;52.0
7-7000011758894-2;14.10.2024;1984011089;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;6.0
7-7000011758917-5;14.10.2024;2019112173;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;6.0
7-7000011758949-3;14.10.2024;1990001906;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;141.75
7-7000011758953-8;14.10.2024;1997009718;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;82.5
7-7100010037746-3;14.10.2024;1996005804;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011758863-3;14.10.2024;1998005141;COD;Torsk;06;Helgelandsbanken;22;12.0
7-7000011758873-1;14.10.2024;;COD;Torsk;06;Helgelandsbanken;33;12.0
7-7000011758884-6;14.10.2024;1995002582;COD;Torsk;06;Helgelandsbanken;22;6.0
7-7000011758887-4;14.10.2024;2008040288;COD;Torsk;06;Helgelandsbanken;22;4.5
7-7000011758889-4;14.10.2024;1988008148;COD;Torsk;06;Helgelandsbanken;22;13.5
7-7000011758915-7;14.10.2024;1998009739;COD;Torsk;06;Helgelandsbanken;22;2.36
7-7000011758924-1;14.10.2024;2001015483;COD;Torsk;06;Helgelandsbanken;22;2.36
7-7000011758950-8;14.10.2024;1980006143;COD;Torsk;06;Helgelandsbanken;22;18.75
7-7000011758954-3;14.10.2024;1987011486;COD;Torsk;06;Helgelandsbanken;22;24.0
6-12652-9;14.10.2024;1975007664;COD;Torsk;07;Storegga-Frøyabanken;20;0.0
6-272883-3;14.10.2024;2014066172;COD;Torsk;07;Storegga-Frøyabanken;61;17.7
6-272885-6;14.10.2024;2006034532;COD;Torsk;07;Storegga-Frøyabanken;20;6.0
6-272890-3;14.10.2024;2021120037;COD;Torsk;07;Storegga-Frøyabanken;20;16.52
6-272906-4;14.10.2024;2020115635;COD;Torsk;07;Storegga-Frøyabanken;61;134.52
6-272908-1;14.10.2024;2003020925;COD;Torsk;07;Storegga-Frøyabanken;61;127.44
6-272912-4;14.10.2024;2000000824;COD;Torsk;07;Storegga-Frøyabanken;20;95.58
6-272916-4;14.10.2024;2008045229;COD;Torsk;07;Storegga-Frøyabanken;20;469.5
6-272916-5;14.10.2024;2008045229;COD;Torsk;07;Storegga-Frøyabanken;20;606.0
4-1130817-3;14.10.2024;2009047388;COD;Torsk;08;Eigersundbanken;22;3.75
8-1606460-6;14.10.2024;2013060913;COD;Torsk;08;Eigersundbanken;61;1.0
4-3024924-7;14.10.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;109.5
4-3024924-8;14.10.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;7.95
4-3024926-8;14.10.2024;2020115257;COD;Torsk;08;Eigersundbanken;22;12.75
4-3024926-9;14.10.2024;2020115257;COD;Torsk;08;Eigersundbanken;22;9.44
2-3236676-10;14.10.2024;2006034687;COD;Torsk;08;Eigersundbanken;55;17.7
2-3236676-3;14.10.2024;2006034687;COD;Torsk;08;Eigersundbanken;55;7.08
2-415833-2;14.10.2024;2017096333;COD;Torsk;08;Eigersundbanken;42;0.0
7-7000011758880-1;14.10.2024;2011056588;HAD;Hyse;03;Øst-Finnmark;35;694.26
7-7000011758880-2;14.10.2024;2011056588;HAD;Hyse;03;Øst-Finnmark;35;678.3
7-7000011758880-3;14.10.2024;2011056588;HAD;Hyse;03;Øst-Finnmark;35;1162.8
7-7000011758891-4;14.10.2024;1986004436;HAD;Hyse;03;Øst-Finnmark;22;6.0
7-7000011758893-3;14.10.2024;2019113461;HAD;Hyse;03;Øst-Finnmark;32;2115.0
7-7000011758928-4;14.10.2024;2011052808;HAD;Hyse;03;Øst-Finnmark;32;566.0
7-7000011758928-5;14.10.2024;2011052808;HAD;Hyse;03;Øst-Finnmark;32;282.0
7-7000011758928-6;14.10.2024;2011052808;HAD;Hyse;03;Øst-Finnmark;32;84.0
7-7000011758845-3;14.10.2024;2009049368;HAD;Hyse;04;Vest-Finnmark;61;342.0
7-7000011758845-4;14.10.2024;2009049368;HAD;Hyse;04;Vest-Finnmark;61;34.2
7-7000011758845-5;14.10.2024;2009049368;HAD;Hyse;04;Vest-Finnmark;61;36.48
7-7000011758852-3;14.10.2024;2001014894;HAD;Hyse;04;Vest-Finnmark;22;93.8
7-7000011758870-3;14.10.2024;1992005553;HAD;Hyse;04;Vest-Finnmark;22;3.0
7-7000011758877-1;14.10.2024;1990012523;HAD;Hyse;04;Vest-Finnmark;22;50.16
7-7000011758877-2;14.10.2024;1990012523;HAD;Hyse;04;Vest-Finnmark;22;37.0
7-7000011758913-2;14.10.2024;1989003759;HAD;Hyse;04;Vest-Finnmark;22;1.14
7-7000011758957-2;14.10.2024;;HAD;Hyse;04;Vest-Finnmark;33;9.8
7-7000011758861-2;14.10.2024;1994009134;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;36.4
7-7000011758882-2;14.10.2024;1985011392;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;6.3
7-7000011758892-3;14.10.2024;2023123705;HAD;Hyse;05;Røstbanken til Malangsgrunnen;31;590.0
7-7000011758949-2;14.10.2024;1990001906;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;64.98
7-7000011758953-3;14.10.2024;1997009718;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;202.92
7-7000011758955-2;14.10.2024;1995003300;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;19.38
7-7000011758962-1;14.10.2024;1999013351;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;319.0
7-7000011759054-4;14.10.2024;1992001372;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;78.66
7-7100010037758-3;15.10.2024;1995003300;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;0.0
7-7000011758863-4;14.10.2024;1998005141;HAD;Hyse;06;Helgelandsbanken;22;1.4
7-7000011759072-7;14.10.2024;1995008373;HAD;Hyse;06;Helgelandsbanken;22;39.9
7-7000011759105-3;14.10.2024;2006033926;HAD;Hyse;06;Helgelandsbanken;22;34.2
7-700005635679-2;14.10.2024;2012057928;HAD;Hyse;06;Helgelandsbanken;22;88.92
7-700005635817-3;14.10.2024;1982005842;HAD;Hyse;06;Helgelandsbanken;22;22.8
7-7000011759168-3;15.10.2024;2006033926;HAD;Hyse;06;Helgelandsbanken;22;52.44
7-7000011759283-7;15.10.2024;1993002598;HAD;Hyse;06;Helgelandsbanken;22;28.5
7-7000011759330-2;15.10.2024;2007039729;HAD;Hyse;06;Helgelandsbanken;22;11.4
7-7000011760445-1;18.10.2024;;HAD;Hyse;06;Helgelandsbanken;22;12.54
6-12652-6;14.10.2024;1975007664;HAD;Hyse;07;Storegga-Frøyabanken;20;0.0
6-272855-4;14.10.2024;1998000963;HAD;Hyse;07;Storegga-Frøyabanken;20;2.28
6-272861-4;14.10.2024;1986007291;HAD;Hyse;07;Storegga-Frøyabanken;20;237.12
6-272883-2;14.10.2024;2014066172;HAD;Hyse;07;Storegga-Frøyabanken;61;2103.3
6-272885-8;14.10.2024;2006034532;HAD;Hyse;07;Storegga-Frøyabanken;20;31.92
6-272906-10;14.10.2024;2020115635;HAD;Hyse;07;Storegga-Frøyabanken;61;1404.48
6-272908-2;14.10.2024;2003020925;HAD;Hyse;07;Storegga-Frøyabanken;61;318.06
6-272912-3;14.10.2024;2000000824;HAD;Hyse;07;Storegga-Frøyabanken;20;26.22
6-272916-8;14.10.2024;2008045229;HAD;Hyse;07;Storegga-Frøyabanken;20;7.98
8-1606460-5;14.10.2024;2013060913;HAD;Hyse;08;Eigersundbanken;61;17.0
4-3024926-4;14.10.2024;2020115257;HAD;Hyse;08;Eigersundbanken;22;6.84
2-4050399-2;14.10.2024;2016073293;HAD;Hyse;08;Eigersundbanken;22;1.14
4-1130845-4;15.10.2024;2009047388;HAD;Hyse;08;Eigersundbanken;22;40.47
8-1606491-7;15.10.2024;2013062932;HAD;Hyse;08;Eigersundbanken;53;229.0
4-3024950-3;15.10.2024;2022122417;HAD;Hyse;08;Eigersundbanken;22;31.92
4-3024956-4;15.10.2024;2020115257;HAD;Hyse;08;Eigersundbanken;22;5.7
2-4050430-2;15.10.2024;2013062194;HAD;Hyse;08;Eigersundbanken;61;1.14
4-7003870-4;15.10.2024;2009047388;HAD;Hyse;08;Eigersundbanken;22;0.0
7-7000011758880-14;14.10.2024;2011056588;POK;Sei;03;Øst-Finnmark;35;7.2
7-7000011758891-1;14.10.2024;1986004436;POK;Sei;03;Øst-Finnmark;22;800.0
7-7000011758891-2;14.10.2024;1986004436;POK;Sei;03;Øst-Finnmark;22;192.0
7-7000011758893-4;14.10.2024;2019113461;POK;Sei;03;Øst-Finnmark;32;1.0
7-7000011758921-1;14.10.2024;1986002365;POK;Sei;03;Øst-Finnmark;33;409.0
7-7000011758971-6;14.10.2024;2019108873;POK;Sei;03;Øst-Finnmark;32;18.0
7-7000011758975-3;14.10.2024;;POK;Sei;03;Øst-Finnmark;33;5.0
7-7000011758976-2;14.10.2024;2024125178;POK;Sei;03;Øst-Finnmark;33;30.0
7-7000011759004-6;14.10.2024;2024125359;POK;Sei;03;Øst-Finnmark;32;25.0
8-1606367-6;14.10.2024;2019112433;POK;Sei;04;Vest-Finnmark;11;1158.0
8-1606368-5;14.10.2024;2013062455;POK;Sei;04;Vest-Finnmark;11;41.0
8-1606373-6;14.10.2024;2019111153;POK;Sei;04;Vest-Finnmark;53;1275.0
7-7000011758845-11;14.10.2024;2009049368;POK;Sei;04;Vest-Finnmark;61;2.7
7-7000011758852-5;14.10.2024;2001014894;POK;Sei;04;Vest-Finnmark;22;5.4
7-7000011758870-4;14.10.2024;1992005553;POK;Sei;04;Vest-Finnmark;22;180.0
7-7000011758870-5;14.10.2024;1992005553;POK;Sei;04;Vest-Finnmark;22;45.0
7-7000011758871-3;14.10.2024;1995008374;POK;Sei;04;Vest-Finnmark;61;9.0
7-7000011758957-4;14.10.2024;;POK;Sei;04;Vest-Finnmark;33;221.4
7-7000011758861-1;14.10.2024;1994009134;POK;Sei;05;Røstbanken til Malangsgrunnen;22;51.3
7-7000011758882-4;14.10.2024;1985011392;POK;Sei;05;Røstbanken til Malangsgrunnen;33;38.07
7-7000011758892-4;14.10.2024;2023123705;POK;Sei;05;Røstbanken til Malangsgrunnen;31;949.8
7-7000011758892-5;14.10.2024;2023123705;POK;Sei;05;Røstbanken til Malangsgrunnen;31;442.1
7-7000011758892-6;14.10.2024;2023123705;POK;Sei;05;Røstbanken til Malangsgrunnen;31;245.6
7-7000011758917-4;14.10.2024;2019112173;POK;Sei;05;Røstbanken til Malangsgrunnen;22;1.35
7-7000011758949-1;14.10.2024;1990001906;POK;Sei;05;Røstbanken til Malangsgrunnen;22;251.1
7-7000011758953-2;14.10.2024;1997009718;POK;Sei;05;Røstbanken til Malangsgrunnen;22;901.2
7-7000011759697-1;16.10.2024;2019112653;POK;Sei;05;Røstbanken til Malangsgrunnen;61;0.0
7-7000011758863-2;14.10.2024;1998005141;POK;Sei;06;Helgelandsbanken;22;63.45
7-7000011758878-1;14.10.2024;;POK;Sei;06;Helgelandsbanken;33;21.6
7-7000011758887-5;14.10.2024;2008040288;POK;Sei;06;Helgelandsbanken;22;2.7
7-7000011758950-6;14.10.2024;1980006143;POK;Sei;06;Helgelandsbanken;22;11.5
7-7000011758950-7;14.10.2024;1980006143;POK;Sei;06;Helgelandsbanken;22;3.38
7-7000011759005-7;14.10.2024;1994000341;POK;Sei;06;Helgelandsbanken;22;6.08
7-7000011759071-2;14.10.2024;2007037006;POK;Sei;06;Helgelandsbanken;20;1.35
7-7000011759072-4;14.10.2024;1995008373;POK;Sei;06;Helgelandsbanken;22;23.4
7-7000011759087-2;14.10.2024;1989009975;POK;Sei;06;Helgelandsbanken;20;20.25
6-12652-1;14.10.2024;1975007664;POK;Sei;07;Storegga-Frøyabanken;20;0.0
6-272855-2;14.10.2024;1998000963;POK;Sei;07;Storegga-Frøyabanken;20;2.7
6-272861-1;14.10.2024;1986007291;POK;Sei;07;Storegga-Frøyabanken;20;648.0
6-272883-1;14.10.2024;2014066172;POK;Sei;07;Storegga-Frøyabanken;61;18963.6
6-272885-1;14.10.2024;2006034532;POK;Sei;07;Storegga-Frøyabanken;20;1246.05
6-272906-1;14.10.2024;2020115635;POK;Sei;07;Storegga-Frøyabanken;61;32704.8
6-272906-2;14.10.2024;2020115635;POK;Sei;07;Storegga-Frøyabanken;61;10559.0
6-272908-6;14.10.2024;2003020925;POK;Sei;07;Storegga-Frøyabanken;61;2185.0
6-272916-1;14.10.2024;2008045229;POK;Sei;07;Storegga-Frøyabanken;20;35024.4
4-1130817-1;14.10.2024;2009047388;POK;Sei;08;Eigersundbanken;22;1833.98
4-3024924-6;14.10.2024;2000013887;POK;Sei;08;Eigersundbanken;22;24.44
4-3024926-11;14.10.2024;2020115257;POK;Sei;08;Eigersundbanken;22;8.1
2-3236676-4;14.10.2024;2006034687;POK;Sei;08;Eigersundbanken;55;39.6
2-4050399-1;14.10.2024;2016073293;POK;Sei;08;Eigersundbanken;22;226.8
2-4050414-3;14.10.2024;1992004299;POK;Sei;08;Eigersundbanken;55;27.6
2-415846-4;14.10.2024;2006034687;POK;Sei;08;Eigersundbanken;55;0.0
4-1130845-1;15.10.2024;2009047388;POK;Sei;08;Eigersundbanken;22;720.23
4-3024945-6;15.10.2024;2000013887;POK;Sei;08;Eigersundbanken;22;36.86
